,School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Location 1,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
0,P.S. 101 - BROOKLYN,K,21,Addition,65999000.0,CAP,K101,2360 BENSON AVENUE,Brooklyn,11214.0,BROOKLYN ,"(40.597863, -73.991693)",40.597863,-73.991693,11.0,47.0,302.0,3185973.0,3068750032.0,Bensonhurst East                                                           
2,P.S./I.S. 338 - BROOKLYN,K,22,New,67683691.0,CAP,K338,510 CONEY ISLAND AVE,Brooklyn,11218.0,BROOKLYN ,"(40.645199, -73.97052)",40.645199,-73.97052,12.0,40.0,492.0,3124797.0,3053420006.0,Kensington-Ocean Parkway                                                   
3,PRE-K CENTER @ 369 93RD STREET - BROOKLYN,K,20,New,27637000.0,CAP,K613,369 93RD STREET,Brooklyn,11209.0,BROOKLYN ,"(40.618041, -74.031381)",40.618041,-74.031381,10.0,43.0,58.0,3155119.0,3061030042.0,Bay Ridge                                                                  
4,PRE-K CENTER @ 219 25TH STREET - BROOKLYN,K,15,Lease,8464400.0,CAP,K661,219 25TH STREET,Brooklyn,11232.0,BROOKLYN ,"(40.659882, -73.997016)",40.659882,-73.997016,7.0,38.0,101.0,3336859.0,3006520070.0,Sunset Park West                                                           
5,PRE-K CENTER @ 1223 CONEY ISLAND AVENUE - BROOKLYN,K,21,Lease,6584000.0,CAP,K672,1223 CONEY ISLAND AVENUE,Brooklyn,11230.0,BROOKLYN ,"(40.62782, -73.96574)",40.62782,-73.96574,14.0,45.0,530.0,3179195.0,3066950056.0,Midwood                                                                    
7,P.S. 677 - BROOKLYN,K,84,Lease,3165000.0,CAP,K677,139 MENAHAN STREET,Brooklyn,11221.0,BROOKLYN ,"(40.695717, -73.919473)",40.695717,-73.919473,4.0,37.0,419.0,3325706.0,3033060015.0,Bushwick South                                                             
8,PRE-K CENTER @ 1423 62ND STREET - BROOKLYN,K,20,Lease,24882000.0,CAP,K678,1423 62ND STREET,Brooklyn,11219.0,BROOKLYN ,"(40.625899, -73.996729)",40.625899,-73.996729,11.0,44.0,250.0,3141384.0,3057270010.0,Bensonhurst West                                                           
11,P.S. 884 - BROOKLYN,K,84,Lease,2162000.0,CAP,K884,15 SNYDER AVENUE,Brooklyn,11226.0,BROOKLYN ,"(40.648568, -73.957639)",40.648568,-73.957639,14.0,40.0,794.0,3117232.0,3051030101.0,Erasmus                                                                    
12,I.S. 323 - MANHATTAN,M,2,New,98820000.0,CAP,M323,75 MORTON STREET,Manhattan,10014.0,MANHATTAN,"(40.730999, -74.007191)",40.730999,-74.007191,2.0,3.0,69.0,1010407.0,1006030049.0,West Village                                                               
13,P.S. 342 (RIVERSIDE CENTER) - MANHATTAN,M,3,New,74425721.0,CAP,M342,21 WEST END AVENUE,Manhattan,10023.0,MANHATTAN,"(40.772463, -73.989844)",40.772463,-73.989844,7.0,6.0,151.0,1088870.0,1011717510.0,Lincoln Square                                                             
14,PRE-K CENTER @ 2 LAFAYETTE STREET - MANHATTAN,M,2,Interior,5144096.0,CAP,M453,2 LAFAYETTE STREET,Manhattan,10007.0,MANHATTAN,"(40.713723, -74.003586)",40.713723,-74.003586,1.0,1.0,31.0,1001672.0,1001550001.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
17,ISHS @ M837,M,78,Lease,13694000.0,CAP,M837,227-243 WEST 61 STREET,Manhattan,10023.0,MANHATTAN,"(40.772007, -73.987479)",40.772007,-73.987479,7.0,6.0,151.0,1030328.0,1011540108.0,Lincoln Square                                                             
18,P.S. 303 - QUEENS,Q,28,Addition,65987000.0,CAP,Q003,108-55 69TH AVENUE,Queens,11375.0,QUEENS   ,"(40.725098, -73.845091)",40.725098,-73.845091,6.0,29.0,739.0,4052265.0,4022180021.0,Forest Hills                                                               
19,P.S. 303 - QUEENS,Q,28,Demo,5183000.0,CAP,Q003,108-55 69TH AVENUE,Queens,11375.0,QUEENS   ,"(40.725098, -73.845091)",40.725098,-73.845091,6.0,29.0,739.0,4052265.0,4022180021.0,Forest Hills                                                               
20,P.S. 11 - QUEENS,Q,30,Addition,91875000.0,CAP,Q011,54-25 SKILLMAN AVENUE,Queens,11377.0,QUEENS   ,"(40.745244, -73.90872)",40.745244,-73.90872,2.0,26.0,251.0,4552510.0,4012390001.0,Woodside                                                                   
21,P.S. 19 - QUEENS,Q,24,Addition,95491911.0,CAP,Q019,98-02 ROOSEVELT AVENUE,Queens,11368.0,QUEENS   ,"(40.749381, -73.867354)",40.749381,-73.867354,4.0,21.0,409.0,4437176.0,4016070001.0,North Corona                                                               
22,P.S. 24 - QUEENS,Q,25,Addition,82451000.0,CAP,Q024,141-11 HOLLY AVENUE,Queens,11355.0,QUEENS   ,"(40.75146, -73.817849)",40.75146,-73.817849,7.0,20.0,1205.0,4117403.0,4052010021.0,East Flushing                                                              
23,P.S. 24 - QUEENS,Q,25,Demo,2717000.0,CAP,Q024,141-11 HOLLY AVENUE,Queens,11355.0,QUEENS   ,"(40.75146, -73.817849)",40.75146,-73.817849,7.0,20.0,1205.0,4117403.0,4052010021.0,East Flushing                                                              
24,P.S. 35 - QUEENS,Q,29,Addition,42808000.0,CAP,Q035,191-02 90TH AVENUE,Queens,11423.0,QUEENS   ,"(40.713759, -73.769439)",40.713759,-73.769439,12.0,23.0,482.0,4222137.0,4104470007.0,Hollis                                                                     
25,P.S. 49 - QUEENS,Q,24,Addition,31534000.0,CAP,Q049,63-60 80TH STREET,Queens,11379.0,QUEENS   ,"(40.719867, -73.875093)",40.719867,-73.875093,5.0,30.0,663.0,4069253.0,4029900045.0,Middle Village                                                             
26,P.S. 50 - QUEENS,Q,28,Addition,55182000.0,CAP,Q050,143-26 101 AVENUE,Queens,11435.0,QUEENS   ,"(40.695238, -73.807364)",40.695238,-73.807364,12.0,28.0,206.0,4214461.0,4100240012.0,Jamaica                                                                    
27,I.S. 125 - QUEENS,Q,24,Addition,83800000.0,CAP,Q125,46-02 47 AVENUE,Queens,11377.0,QUEENS   ,"(40.741131, -73.918945)",40.741131,-73.918945,2.0,26.0,235.0,4052874.0,4022840006.0,Hunters Point-Sunnyside-West Maspeth                                       
28,P.S. 143 - QUEENS,Q,24,Demo,2688000.0,CAP,Q143,34-74 113 STREET,Queens,11368.0,QUEENS   ,"(40.755451, -73.855192)",40.755451,-73.855192,3.0,21.0,381.0,4043827.0,4017560025.0,North Corona                                                               
29,P.S. 163 - QUEENS,Q,25,Addition,43834000.0,CAP,Q163,159-01 59 AVENUE,Queens,11365.0,QUEENS   ,"(40.740565, -73.809131)",40.740565,-73.809131,7.0,20.0,1215.0,4146042.0,4067260070.0,Queensboro Hill                                                            
30,P.S. 176 - QUEENS,Q,29,Addition,50247000.0,CAP,Q176,120-45 235 STREET,Queens,11411.0,QUEENS   ,"(40.685492, -73.729982)",40.685492,-73.729982,13.0,27.0,614.0,4276382.0,4128200001.0,Cambria Heights                                                            
31,P.S. 92 - QUEENS,Q,30,Addition,42410002.0,CAP,Q292,99-01 34TH AVENUE,Queens,11368.0,QUEENS   ,"(40.755418, -73.869017)",40.755418,-73.869017,3.0,21.0,377.0,4042496.0,4017140018.0,North Corona                                                               
32,P.S. 298 - QUEENS,Q,24,New,76850000.0,CAP,Q298,50-51 98TH STREET,Queens,11368.0,QUEENS   ,"(40.742167, -73.864109)",40.742167,-73.864109,4.0,21.0,44302.0,4046832.0,4018910001.0,Corona                                                                     
33,PRE-K CENTER @ 70-24 47TH AVENUE - QUEENS,Q,24,Lease,2458500.0,CAP,Q321,70-24 47TH AVENUE,Queens,11377.0,QUEENS   ,"(40.739014, -73.893771)",40.739014,-73.893771,2.0,30.0,489.0,4441128.0,4024450001.0,Elmhurst-Maspeth                                                           
34,P.S. 332 - QUEENS,Q,26,New,66643000.0,CAP,Q332,210-07 48TH AVENUE,Queens,11364.0,QUEENS   ,"(40.754954, -73.770314)",40.754954,-73.770314,11.0,19.0,1447.0,4157240.0,4073270049.0,Bayside-Bayside Hills                                                      
35,P.S. 335 - QUEENS,Q,27,New,70885000.0,CAP,Q335,150-15 RALEIGH STREET,Queens,11418.0,QUEENS   ,"(40.668127, -73.837189)",40.668127,-73.837189,10.0,32.0,88.0,4000000.0,4115600001.0,Ozone Park                                                                 
36,IS/HS 336 - QUEENS,Q,78,Lease,19987000.0,CAP,Q336,124-06 14TH AVENUE,Queens,11356.0,QUEENS   ,"(40.785327, -73.843749)",40.785327,-73.843749,7.0,19.0,925.0,4098406.0,4040890045.0,College Point                                                              
37,PRE-K CENTER @ 32-52 37TH STREET - QUEENS,Q,30,Lease,6813171.0,CAP,Q397,32-52 37TH STREET,Queens,11103.0,QUEENS   ,"(40.759308, -73.920948)",40.759308,-73.920948,1.0,22.0,59.0,4436898.0,4006470016.0,Astoria                                                                    
38,P.S. 398 - QUEENS,Q,30,Demo,1708504.0,CAP,Q398,69-01 34TH AVENUE,Queens,11377.0,QUEENS   ,"(40.752493, -73.896922)",40.752493,-73.896922,3.0,25.0,291.0,4028492.0,4012420032.0,Jackson Heights                                                            
39,PRE-K CENTER @ JACKSON AVENUE - QUEENS,Q,30,Lease,8248692.0,CAP,Q972,27-35 JACKSON AVENUE,Queens,11101.0,QUEENS   ,"(40.747962, -73.940046)",40.747962,-73.940046,2.0,26.0,19.0,4005127.0,4004320008.0,Hunters Point-Sunnyside-West Maspeth                                       
40,P.S. 82 - STATEN ISLAND,R,31,Lease,9271638.0,CAP,R082,104 GORDON STREET,Staten Is,10304.0,STATEN IS,"(40.624263, -74.082667)",40.624263,-74.082667,1.0,49.0,21.0,5106870.0,5005430017.0,Stapleton-Rosebank                                                         
41,CURTIS HIGH SCHOOL ANNEX - STATEN ISLAND,R,78,Addition,69360558.0,CAP,R453,105B HAMILTON AVENUE,Staten Is,10301.0,STATEN IS,"(40.644735, -74.081222)",40.644735,-74.081222,1.0,49.0,7.0,,,West New Brighton-New Brighton-St. George                                  
42,SUSAN E. WAGNER HS ANNEX - STATEN ISLAND,R,78,Addition,24981900.0,CAP,R462,1220 MANOR ROAD,Staten Is,10314.0,STATEN IS,"(40.596624, -74.124334)",40.596624,-74.124334,2.0,50.0,181.0,5164530.0,5009550100.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
43,P.S. 14 - BRONX,X,8,Addition,50850000.0,CAP,X014,3041 BRUCKNER BLVD,Bronx,10461.0,BRONX    ,"(40.835779, -73.825735)",40.835779,-73.825735,10.0,13.0,184.0,2072754.0,2053130092.0,Schuylerville-Throgs Neck-Edgewater Park                                   
44,P.S. 46 - BRONX,X,10,Addition,84478000.0,CAP,X046,279 EAST 196 STREET,Bronx,10458.0,BRONX    ,"(40.866827, -73.890725)",40.866827,-73.890725,7.0,15.0,40501.0,2094729.0,2032950001.0,Bedford Park-Fordham North                                                 
45,P.S. 46 - BRONX,X,10,Demo,2775000.0,CAP,X046,279 EAST 196 STREET,Bronx,10458.0,BRONX    ,"(40.866827, -73.890725)",40.866827,-73.890725,7.0,15.0,40501.0,2094729.0,2032950001.0,Bedford Park-Fordham North                                                 
46,P.S. 56 - BRONX,X,10,Addition,49723000.0,CAP,X056,341 EAST 207 STREET,Bronx,10467.0,BRONX    ,"(40.875156, -73.875217)",40.875156,-73.875217,7.0,11.0,42902.0,2018457.0,2033510001.0,Norwood                                                                    
47,P.S. 317 - BRONX,X,8,New,49393937.0,CAP,X317,1028 WHITE PLAINS ROAD,Bronx,10472.0,BRONX    ,"(40.827029, -73.860034)",40.827029,-73.860034,9.0,18.0,4001.0,2000000.0,2037330005.0,Soundview-Bruckner                                                         
48,PRE-K CENTER 2 @ 2490-2500 WEBSTER AVENUE - BRONX,X,10,Lease,11645000.0,CAP,X432,2490-2500 WEBSTER AVE,Bronx,10458.0,BRONX    ,"(40.860848, -73.892224)",40.860848,-73.892224,6.0,15.0,38302.0,2094608.0,2030330004.0,Fordham South                                                              
49,PRE-K CENTER @ 2510 MARION AVENUE - BRONX,X,10,Lease,9167000.0,CAP,X444,2510 MARION AVENUE,Bronx,10458.0,BRONX    ,"(40.861286, -73.893258)",40.861286,-73.893258,5.0,15.0,39902.0,2011069.0,2030260014.0,Bedford Park-Fordham North                                                 
50,P.S. 315 - BRONX,X,10,Lease,14400000.0,CAP,X779,2865 CLAFLIN AVENUE,Bronx,10468.0,BRONX    ,"(40.873239, -73.899722)",40.873239,-73.899722,8.0,14.0,26702.0,2086833.0,2032500073.0,Van Cortlandt Village                                                      
51,P.S. 3 - BROOKLYN,K,13,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5811800.0,CIP,K003,50 JEFFERSON AVENUE,Brooklyn,11216.0,BROOKLYN ,"(40.682663, -73.955338)",40.682663,-73.955338,3.0,36.0,227.0,3057406.0,3019980001.0,Clinton Hill                                                               
52,I.S. 14 - BROOKLYN,K,22,WATER PENETRATION/PLANYC BOILER/PLANYC CLIMATE,8218900.0,CIP,K014,2424 BATCHELDER STREET,Brooklyn,11235.0,BROOKLYN ,"(40.593521, -73.937672)",40.593521,-73.937672,15.0,48.0,596.0,3203617.0,3074240001.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
55,P.S. 25 - BROOKLYN,K,16,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,6297397.0,CIP,K025,787 LAFAYETTE AVENUE,Brooklyn,11221.0,BROOKLYN ,"(40.691037, -73.941342)",40.691037,-73.941342,3.0,36.0,281.0,3049858.0,3017870014.0,Stuyvesant Heights                                                         
56,I.S. 393 - BROOKLYN,K,16,FULL PROGRAM ACCESSIBILITY/LOW VOLTAGE ELECTRICAL,6750000.0,CIP,K026,1014 LAFAYETTE AVENUE,Brooklyn,11221.0,BROOKLYN ,"(40.692126, -73.931731)",40.692126,-73.931731,3.0,36.0,291.0,3393805.0,3016160001.0,Stuyvesant Heights                                                         
58,P.S. 31 - BROOKLYN,K,14,EXTERIOR MASONRY/PARAPETS,3879237.0,CIP,K031,75 MESEROLE AVENUE,Brooklyn,11222.0,BROOKLYN ,"(40.726587, -73.95427)",40.726587,-73.95427,1.0,33.0,561.0,3065299.0,3025950001.0,Greenpoint                                                                 
59,I.S. 330 - BROOKLYN,K,14,KITCHEN FLOORING/FLOOD/ANSUL SYSTEM,1348916.0,CIP,K033,70 TOMPKINS AVENUE,Brooklyn,11206.0,BROOKLYN ,"(40.697152, -73.946641)",40.697152,-73.946641,3.0,36.0,257.0,3048517.0,3017430018.0,Bedford                                                                    
60,P.S. 34 - BROOKLYN,K,14,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,4448000.0,CIP,K034,131 NORMAN AVENUE,Brooklyn,11222.0,BROOKLYN ,"(40.726135, -73.949649)",40.726135,-73.949649,1.0,33.0,573.0,3065733.0,3026220028.0,Greenpoint                                                                 
61,P.S. 44 - BROOKLYN,K,13,PLANYC BOILER/PLANYC CLIMATE CTRL/FIRE ALARM,5862800.0,CIP,K044,432 MONROE STREET,Brooklyn,11221.0,BROOKLYN ,"(40.686592, -73.940747)",40.686592,-73.940747,3.0,36.0,277.0,3051540.0,3018210001.0,Stuyvesant Heights                                                         
63,LYONS COMMUNITY SCHOOL - K,K,14,PARAPETS/FLOOD ELIMINATION/ROOFS/MASONRY/GYM UPG,8853000.0,CIP,K049,223 GRAHAM AVENUE,Brooklyn,11206.0,BROOKLYN ,"(40.709941, -73.943641)",40.709941,-73.943641,1.0,34.0,505.0,3070825.0,3030250001.0,East Williamsburg                                                          
65,P.S. 73 - BROOKLYN,K,23,EXT MASONRY/FLOOD ELIMINATION/PARAPETS/ROOFS,10789000.0,CIP,K073,251 MACDOUGAL STREET,Brooklyn,11233.0,BROOKLYN ,"(40.680318, -73.910644)",40.680318,-73.910644,16.0,37.0,369.0,3041561.0,3015280001.0,Ocean Hill                                                                 
67,I.S. 88 - BROOKLYN,K,15,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,5896000.0,CIP,K088,544 7TH AVENUE,Brooklyn,11215.0,BROOKLYN ,"(40.660024, -73.987637)",40.660024,-73.987637,7.0,38.0,147.0,3331276.0,3008800001.0,Sunset Park West                                                           
68,P.S. 95 - BROOKLYN,K,21,PARAPET/ROOFS/EXT MASONRY,4743000.0,CIP,K095,345 VAN SICKLEN STREET,Brooklyn,11223.0,BROOKLYN ,"(40.595698, -73.97518)",40.595698,-73.97518,15.0,47.0,398.0,3192661.0,3071230066.0,Gravesend                                                                  
69,P.S. 104 - BROOKLYN,K,20,WATER INFILTRATION/FLOOD/PARAPETS/ROOFS,10521000.0,CIP,K104,9115 5TH AVENUE,Brooklyn,11209.0,BROOKLYN ,"(40.618415, -74.028842)",40.618415,-74.028842,10.0,43.0,160.0,3154775.0,3060880001.0,Bay Ridge                                                                  
71,I.S. 349 - BROOKLYN,K,32,SCIENCE LAB UPGRADES,2039000.0,CIP,K111,35 STARR STREET,Brooklyn,11221.0,BROOKLYN ,"(40.70069, -73.927481)",40.70069,-73.927481,4.0,34.0,423.0,3072497.0,3031850001.0,Bushwick South                                                             
72,P.S. 114 - BROOKLYN,K,18,EXTERIOR MASONRY,2188000.0,CIP,K114,1077 REMSEN AVENUE,Brooklyn,11236.0,BROOKLYN ,"(40.642792, -73.908806)",40.642792,-73.908806,18.0,46.0,964.0,3229159.0,3081600022.0,Canarsie                                                                   
73,BROOKLYN COMM. HS OF COMMUNICA,K,13,EXTERIOR MASONRY/PARAPETS/ROOFS,10535000.0,CIP,K117,300 WILLOUGHBY AVENUE,Brooklyn,11205.0,BROOKLYN ,"(40.692642, -73.958794)",40.692642,-73.958794,3.0,33.0,235.0,3055165.0,3019260010.0,Clinton Hill                                                               
74,P.S. 119 - BROOKLYN,K,22,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5447000.0,CIP,K119,3829 AVENUE K,Brooklyn,11210.0,BROOKLYN ,"(40.625662, -73.938265)",40.625662,-73.938265,18.0,45.0,734.0,3215816.0,3077860001.0,Flatlands                                                                  
75,P.S. 130 - BROOKLYN,K,15,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,12025000.0,CIP,K130,70 OCEAN PARKWAY,Brooklyn,11218.0,BROOKLYN ,"(40.648884, -73.975607)",40.648884,-73.975607,7.0,39.0,500.0,3124019.0,3053190001.0,Windsor Terrace                                                            
76,I.S. 136 - BROOKLYN,K,15,RPZ VALVES/LOW VOLTAGE ELEC SYSTEM,1971000.0,CIP,K136,4004 4TH AVENUE,Brooklyn,11232.0,BROOKLYN ,"(40.651977, -74.006862)",40.651977,-74.006862,7.0,38.0,82.0,3010580.0,3007130020.0,Sunset Park West                                                           
78,P.S. 138 - BROOKLYN,K,17,LIGHTING REPLACEMENT (DCAS),1696100.0,CIP,K138,760 PROSPECT PLACE,Brooklyn,11216.0,BROOKLYN ,"(40.67438, -73.951443)",40.67438,-73.951443,8.0,36.0,31701.0,3330794.0,3012330026.0,Crown Heights North                                                        
79,P.S. 152 - BROOKLYN,K,22,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,1198890.0,CIP,K152,725 EAST 23 STREET,Brooklyn,11210.0,BROOKLYN ,"(40.632562, -73.954724)",40.632562,-73.954724,14.0,45.0,772.0,3205780.0,3075510026.0,Flatbush                                                                   
80,P.S. 160 - BROOKLYN,K,20,EXTERIOR MASONRY/FLOOD ELMNTN/PARAPETS,5700400.0,CIP,K160,5105 FORT HAMILTON PARKWAY,Brooklyn,11219.0,BROOKLYN ,"(40.637322, -73.999215)",40.637322,-73.999215,12.0,44.0,220.0,3138276.0,3056530021.0,Borough Park                                                               
82,P.S. 188 - BROOKLYN,K,21,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,13757000.0,CIP,K188,3314 NEPTUNE AVENUE,Brooklyn,11224.0,BROOKLYN ,"(40.577217, -74.000194)",40.577217,-74.000194,13.0,47.0,328.0,3188726.0,3070060001.0,Seagate-Coney Island                                                       
83,P.S. 192 - BROOKLYN,K,20,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,5387000.0,CIP,K192,4715 18 AVENUE,Brooklyn,11204.0,BROOKLYN ,"(40.629303, -73.979995)",40.629303,-73.979995,12.0,44.0,476.0,3128909.0,3054450001.0,Borough Park                                                               
84,P.S. 193 - BROOKLYN,K,22,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,1298835.0,CIP,K193,2515 AVENUE L,Brooklyn,11210.0,BROOKLYN ,"(40.621507, -73.950473)",40.621507,-73.950473,14.0,45.0,754.0,3208461.0,3076250001.0,Midwood                                                                    
85,P.S. 194 - BROOKLYN,K,22,MASONRY/WINDOWS/ROOFS/PARAPETS,4389000.0,CIP,K194,3117 AVENUE W,Brooklyn,11229.0,BROOKLYN ,"(40.596757, -73.933499)",40.596757,-73.933499,15.0,46.0,570.0,3201629.0,3073930001.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
88,P.S. 198 - BROOKLYN,K,22,PLAYGROUND REDEVELOPMENT AND TCU,1230964.98,CIP,K198,4105 FARRAGUT ROAD,Brooklyn,11210.0,BROOKLYN ,"(40.63694, -73.937339)",40.63694,-73.937339,17.0,45.0,836.0,3113388.0,3049880066.0,East Flatbush-Farragut                                                     
89,I.S. 201 - BROOKLYN,K,20,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,20782700.0,CIP,K201,8010 12 AVENUE,Brooklyn,11228.0,BROOKLYN ,"(40.618676, -74.012722)",40.618676,-74.012722,10.0,43.0,166.0,3162973.0,3062780022.0,Dyker Heights                                                              
90,P.S. 208 - BROOKLYN,K,18,"CRACKED MASONRY, DETERIORATED MORTAR/FLOOD/WINDOWS",2117000.0,CIP,K208,4801 AVENUE D,Brooklyn,11203.0,BROOKLYN ,"(40.642031, -73.931151)",40.642031,-73.931151,17.0,45.0,840.0,3105680.0,3047690025.0,East Flatbush-Farragut                                                     
91,I.S. 211 - BROOKLYN,K,18,INTERIOR SPACES/HEATING PLT/ELEC/CLIMATE/FLOOD EL,10968000.0,CIP,K211,1001 EAST 100 STREET,Brooklyn,11236.0,BROOKLYN ,"(40.643278, -73.896212)",40.643278,-73.896212,18.0,46.0,988.0,3326732.0,3082270001.0,Canarsie                                                                   
92,P.S. 225 - BROOKLYN,K,21,FLOOD ELMNTN/ROOFS/EXTERIOR MASONRY/PARAPETS,8677000.0,CIP,K225,1075 OCEAN VIEW AVENUE,Brooklyn,11235.0,BROOKLYN ,"(40.579737, -73.956329)",40.579737,-73.956329,13.0,48.0,61004.0,3245498.0,3087120056.0,Brighton Beach                                                             
93,P.S. 235 - BROOKLYN,K,18,PLAYGROUND REDEVELOPMENT & TCU,2000000.0,CIP,K235,525 LENOX ROAD,Brooklyn,11203.0,BROOKLYN ,"(40.654704, -73.941089)",40.654704,-73.941089,17.0,41.0,814.0,3107846.0,3048440001.0,East Flatbush-Farragut                                                     
94,I.S. 239 - BROOKLYN,K,21,SANDY:INTERIOR/CONCRETE/HEAT/ELEC/FLOOD/FA,19640000.0,CIP,K239,2401 NEPTUNE AVENUE,Brooklyn,11224.0,BROOKLYN ,"(40.578188, -73.99203)",40.578188,-73.99203,13.0,47.0,330.0,3188221.0,3069650140.0,Seagate-Coney Island                                                       
96,P.S. 244 - BROOKLYN,K,18,MORTAR JOINTS DETERIOR /FLOOD/PARAPETS/ROOF/WINDOW,10147000.0,CIP,K244,5404 TILDEN AVENUE,Brooklyn,11203.0,BROOKLYN ,"(40.648423, -73.925948)",40.648423,-73.925948,17.0,45.0,946.0,3104513.0,3047390001.0,Rugby-Remsen Village                                                       
99,MIDDLE SCHOOL FOR ART & PHILOS,K,18,PLANYC BOILER CONVERSION/CLIMATE CONTROL,7375000.0,CIP,K252,1084 LENOX ROAD,Brooklyn,11212.0,BROOKLYN ,"(40.658295, -73.920109)",40.658295,-73.920109,17.0,41.0,886.0,3101840.0,3046690037.0,Rugby-Remsen Village                                                       
100,P.S. 254 - BROOKLYN,K,22,SANDY - HEATING/ELEC SYS/FLOOD ELIM/CLIMATE CONTRL,4620000.0,CIP,K254,1801 AVENUE Y,Brooklyn,11235.0,BROOKLYN ,"(40.590423, -73.951753)",40.590423,-73.951753,15.0,48.0,592.0,3203132.0,3074200026.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
101,I.S. 259 - BROOKLYN,K,20,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,10786000.0,CIP,K259,7305 FT HAMILTON PKWY,Brooklyn,11228.0,BROOKLYN ,"(40.62668, -74.01512)",40.62668,-74.01512,10.0,43.0,206.0,3148031.0,3059230001.0,Dyker Heights                                                              
102,I.S. 265 -BROOKLYN,K,13,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5359400.0,CIP,K265,101 PARK AVENUE,Brooklyn,11205.0,BROOKLYN ,"(40.696324, -73.97578)",40.696324,-73.97578,2.0,35.0,211.0,3057942.0,3020280001.0,Fort Greene                                                                
103,P.S. 272 - BROOKLYN,K,18,PLAYGROUND REDEVELOPMENT AND TCU REMOVAL,1323000.0,CIP,K272,101-24 SEAVIEW AVENUE,Brooklyn,11236.0,BROOKLYN ,"(40.635916, -73.886412)",40.635916,-73.886412,18.0,46.0,1034.0,3235262.0,3083290250.0,Canarsie                                                                   
104,P.S. 279 - BROOKLYN,K,18,SANDY:INTERIOR/HEAT/ELEC/FLOOD/ELEVATOR/HVAC/FA,21599000.0,CIP,K279,1070 EAST 104 STREET,Brooklyn,11236.0,BROOKLYN ,"(40.644203, -73.892264)",40.644203,-73.892264,18.0,46.0,986.0,3326733.0,3082300001.0,Canarsie                                                                   
105,I.S. 281 - BROOKLYN,K,21,SANDY:ELEVATOR UPG/FLOOD/FIRE ALARM,2098915.0,CIP,K281,8787 24 AVENUE,Brooklyn,11214.0,BROOKLYN ,"(40.595341, -73.993457)",40.595341,-73.993457,11.0,47.0,304.0,3186626.0,3068910001.0,Bensonhurst East                                                           
106,P.S. 288 - BROOKLYN,K,21,INTERIOR SPACES/HEATING/ELEC/FLOOD/CLIMATE,12853000.0,CIP,K288,2950 WEST 25 STREET,Brooklyn,11224.0,BROOKLYN ,"(40.574411, -73.99194)",40.574411,-73.99194,13.0,47.0,342.0,3189538.0,3070540045.0,Seagate-Coney Island                                                       
108,SCHOOL FOR INT'L STUD - K,K,15,DAMAGED EXTERIOR MASONRY/PARAPETS/ROOF,12710000.0,CIP,K293,284 BALTIC STREET,Brooklyn,11201.0,BROOKLYN ,"(40.685419, -73.993351)",40.685419,-73.993351,6.0,33.0,69.0,3006401.0,3004020001.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
112,P.S. 307 - BROOKLYN,K,13,CRACKED EXT MASONRY/ROOFS/PARAPETS,6721000.0,CIP,K307,209 YORK STREET,Brooklyn,11201.0,BROOKLYN ,"(40.701343, -73.982314)",40.701343,-73.982314,2.0,33.0,21.0,3000158.0,3000560007.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
115,P.S. 375 - BROOKLYN,K,17,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6238000.0,CIP,K320,46 MCKEEVER PLACE,Brooklyn,11225.0,BROOKLYN ,"(40.665035, -73.959031)",40.665035,-73.959031,9.0,35.0,325.0,3034356.0,3013010001.0,Crown Heights South                                                        
116,P.S. 321 - BROOKLYN,K,15,FULL PROGRAM ACCESSIBILITY/FIRE ALARM,5581000.0,CIP,K321,180 7TH AVENUE,Brooklyn,11215.0,BROOKLYN ,"(40.67146, -73.977783)",40.67146,-73.977783,6.0,39.0,155.0,3337516.0,3009710028.0,Park Slope-Gowanus                                                         
